CODIGO CAPITULO,CAPITULO,CODIGO SUBCAPITULO,SUBCAPITULO,CODIGO ITEM,ITEM,UNIDAD,Vr MANO DE OBRA,TOTAL
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.05,SUMINISTRO E INSTALACION DE VALVULA DE BOLA GAS 1/2,UND,2160.86,14308.92
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.06,SUMINISTRO E INSTALACION DE ACCESORIO TEE COBRE  1/2,UND,2160.86,6857.28
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.07,SUMINISTRO E INSTALACION DE ACCESORIO TEE GALVANIZADO 1/2,UND,3511.40,5863.56
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.08,SUMINISTRO E INSTALACION DE ACCESORIO UNION COBRE  1/2,UND,2160.86,6406.28
1,EDIFICACIONES,1.08,INSTLACIONES DE GAS,1.08.09,SUMINISTRO E INSTALACION DE ACCESORIO UNION GALVANIZADO 1/2,UND,3511.40,6795.23
1,EDIFICACIONES,1.09,PINTURA,1.09.01,ADHERENTE EPOXICO SIKADUR 32,M2,4135.15,63113.76
1,EDIFICACIONES,1.09,PINTURA,1.09.02,CARBURO SOBRE PAÑETE BAJO PLACA,M2,5929.93,11473.77
1,EDIFICACIONES,1.09,PINTURA,1.09.03,CARBURO SOBRE PAÑETE EN MUROS,M2,5365.18,7612
1,EDIFICACIONES,1.09,PINTURA,1.09.04,ESMALTE LAMINA LINEAL 3 MANOS,ML,4235.66,5545.06
1,EDIFICACIONES,1.09,PINTURA,1.09.05,ESMALTE LAMINA LLENA 3 MANOS,M2,9318.47,12551.38
1,EDIFICACIONES,1.09,PINTURA,1.09.06,ESMALTE MADERA LINEAL 3 MANOS,ML,1976.64,4366.99
1,EDIFICACIONES,1.09,PINTURA,1.09.07,ESMALTE MADERA LLENA 3 MANOS,M2,9883.21,14912.61
1,EDIFICACIONES,1.09,PINTURA,1.09.08,SICOPLAST FACHADA,M2,4800.42,16860.44
1,EDIFICACIONES,1.09,PINTURA,1.09.08,ESMALTE MARCOS LAMINA 3 MANOS,ML,7765.38,11058.25
1,EDIFICACIONES,1.09,PINTURA,1.09.09,ESMALTE MARCOS MADERA 3 MANOS,ML,7765.38,11870.85
1,EDIFICACIONES,1.09,PINTURA,1.09.10,ESTUCO BAJO PLACA,M2,5402.15,17730.76
1,EDIFICACIONES,1.09,PINTURA,1.09.11,ESTUCO MUROS,M2,5156.60,8079.58
1,EDIFICACIONES,1.09,PINTURA,1.09.12,ESTUCO Y VINILO TRES MANOS BAJO PLACA,M2,7366.57,22298.98
1,EDIFICACIONES,1.09,PINTURA,1.09.13,ESTUCO Y VINILO TRES MANOS EN MUROS,M2,7366.57,12641.78
1,EDIFICACIONES,1.09,PINTURA,1.09.14,FILOS Y DILATACIONES EN ESTUCO,ML,5647.55,6962.45
1,EDIFICACIONES,1.09,PINTURA,1.09.15,MARMOLINA SOBRE PAÑETE.,M2,5647.55,15755.73
1,EDIFICACIONES,1.09,PINTURA,1.09.16,MARMOPLAST FACHADA,M2,6353.49,18539.16
1,EDIFICACIONES,1.09,PINTURA,1.09.17,PINTURA FACHADA EN VINILO PARA EXTERIORES,M2,8471.32,14045.29
1,EDIFICACIONES,1.09,PINTURA,1.09.18,VINILO TIPO I SOBRE PAÑETE TRES MANOS SOBRE ESTUCO,M2,4235.66,8284.07
1,EDIFICACIONES,1.09,PINTURA,1.09.19,TINTILLA SOBRE MADERA LINEAL,ML,2541.40,3923.57
1,EDIFICACIONES,1.09,PINTURA,1.09.20,TINTILLA SOBRE MADERA LLENA,M2,9883.21,12617.43
1,EDIFICACIONES,1.09,PINTURA,1.09.21,TINTILLA SOBRE MUEBLES,ML,34732.44,52664.07
1,EDIFICACIONES,1.09,PINTURA,1.09.22,VINILO TIPO II SOBRE PAÑETE DOS MANOS BAJO PLACA,M2,4800.42,14931.95
1,EDIFICACIONES,1.09,PINTURA,1.09.23,VINILO TIPO II SOBRE PAÑETE DOS MANOS EN MUROS,M2,4235.66,6089.26
1,EDIFICACIONES,1.1,ENCHAPES,1.10.01,SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA CREMA,M2,31921.79,124099.92
1,EDIFICACIONES,1.1,ENCHAPES,1.10.02,SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA MUÑECA,M2,31921.79,165380.59
1,EDIFICACIONES,1.1,ENCHAPES,1.10.03,SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA SANTA ROSEÑA O SIMILAR,M2,31921.79,107407.04
1,EDIFICACIONES,1.1,ENCHAPES,1.10.04,SUMINISTRO E INSTALACION DE ENCHAPE EN PORCELANA ATLANTIS O SIMILAR 20*20,M2,19644.17,53375.91
1,EDIFICACIONES,1.1,ENCHAPES,1.10.05,SUMINISTRO E INSTALACION DE ENCHAPE EN PORCELANA OLIMPIA 20X20 O SIMILAR,M2,18031.20,52392.21
1,EDIFICACIONES,1.1,ENCHAPES,1.10.06,SUMINISTRO E INSTALACION DE ESPACATO TRAVERTINO,M2,39288.35,213141.93
1,EDIFICACIONES,1.1,ENCHAPES,1.10.07,SUMINISTRO E INSTALACION DE INCRUSTACIONES 3 PIEZAS EN PORCELANA COLOR BLANCO,jgo,49110.44,90199.58
1,EDIFICACIONES,1.1,ENCHAPES,1.10.08,SUMINISTRO E INSTALACION DE INCRUSTACIONES 6 PIEZAS EN PORCELANA COLOR BLANCO,jgo,49110.44,150249.58
1,EDIFICACIONES,1.1,ENCHAPES,1.10.09,SUMINNISTRO E INSTALACION DE INCRUSTACIONES 8 PIEZAS EN PORCELANA COLOR BLANCO,jgo,61388.05,194970.29
1,EDIFICACIONES,1.1,ENCHAPES,1.10.10,MURETE DUCHA  0.10 X 0.20 MTS,ML,19398.62,53303.29
1,EDIFICACIONES,1.1,ENCHAPES,1.10.11,MURETE DUCHA  0.20 X 0.30 MTS,ML,19398.62,53311.74
1,EDIFICACIONES,1.1,ENCHAPES,1.10.12,SUMINISTRO E INSTALACION DE REJILLAS CUPULA TRAGANTE 5*3,UND,7366.57,28264.67
1,EDIFICACIONES,1.1,ENCHAPES,1.10.13,SUMINISTRO E INSTALACION DE REJILLAS CUPULA TRAGANTE 6*4,UND,7366.57,34533.06
1,EDIFICACIONES,1.1,ENCHAPES,1.10.14,SUMINISTRO E INSTALACIOREJILLAS DE PISO SOSCO 4*4*3 ALUMINIO,UND,7366.57,19548
1,EDIFICACIONES,1.1,ENCHAPES,1.10.15,SUMINISTRO E INSTALACION DE REJILLAS PLANA BRONCE 20*20,UND,7366.57,32914.67
1,EDIFICACIONES,1.1,ENCHAPES,1.10.16,SUMINISTRO E INSTALACION DE REJILLAS PLASTICA SOSCO 5*3,UND,7366.57,18176.55
1,EDIFICACIONES,1.1,ENCHAPES,1.10.17,SUMINISTRO E INSTALACION DE REJILLAS PLASTICAS SOSCO 4*4*3,UND,7366.57,11660.92
1,EDIFICACIONES,1.1,ENCHAPES,1.10.18,SUMINISTRO E INSTALACION REJILLAS VENTILACION 20*20 ALUMINIO,UND,7366.57,32914.67
1,EDIFICACIONES,1.1,ENCHAPES,1.10.19,"REMATE BOCEL ALUMINIO ""WINGS""",ML,7121.02,8917.57
1,EDIFICACIONES,1.1,ENCHAPES,1.10.20,REMATE BOCEL PORCELANA E= 0.11 MTS,ML,12277.60,18925.28
1,EDIFICACIONES,1.1,ENCHAPES,1.10.21,SUMINISTRO E INSTALACION DE TUBO CORTINA DUCHA E= 1.50 MTS,UND,7366.57,23523.87
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.01,ALISTADO ENDURECIDO 4CM,M2,7366.57,44057.57
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.02,ALISTADO PARA LISTÓN 4CM,M2,9822.09,15322.59
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.03,ALISTADO IMPERMEABILIZADO E=4CM - 1:3,M2,9822.09,33790.36
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.04,ALISTADO PISO E= 4 CM  - 1:5,M2,9822.09,24941.36
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.05,ALISTADO TERRAZAS E=8 CM,M2,14733.13,86723.29
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.06,BASE EN MATERIAL DE AFIRMADO COMPACTADO,M3,19643.74,57047.23
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.07,BOCA PUERTA EN GRANITO PULIDO,ML,35554.44,61339.04
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.08,BOCA PUERTA EN GRANITO SIN PULIR,ML,29347.28,46220.59
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.09,PASO ESCALERA GRANITO DE 80 A 100 CM,ML,56477.01,124348.44
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.10,PASOS ESCALERA GRAVILLA LAVADA,ML,56477.01,86147.22
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.11,PIRLANES ALUMINIO,ML,7366.57,17003.37
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.12,PIRLANES LADRILLO,ML,20626.38,30806.8
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.13,PISO ALFOMBRA RESIDENCIAL ALFA BERBER O SIMILAR,M2,3928.83,47749.32
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.14,PISO ALFOMBRA RESIDENCIAL TERUEL 7 mm O SIMILAR,M2,2455.52,59003.95
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.15,PISO CERÁMICA  25*25 CM,M2,20871.94,49467.56
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.16,PISO EN GRAMA (SEMILLAS),M2,2455.52,7607.19
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.17,PISO EN GRANITO LAVADO,M2,36832.82,153041.17
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.18,PISO EN POLVO DE LADRILLO,M3,17188.65,349855.32
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.19,PISO GRANITO PULIDO,M2,36832.82,156634.14
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.20,PISO GRAVILLA LAVADA DE RIO,M2,61388.05,93658.36
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.21,PISO LISTON MADERA M.H. AMARILLO E= 8CM,M2,14733.13,97751.66
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.22,PISO PLANCHUELA DE MARMOL BRECCIA,M2,31921.79,168016.46
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.23,PISO TABLÓN DE GRES 30*30 CM,M2,21451.64,57628.31
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.24,PISO VINILO PISOPAK 1.6MM,M2,6138.80,37790.74
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.25,PLACA BASE EN CONCRETO E= 8 CM 2500 PSI,M2,19644.17,61867.06
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.26,PLACA BASE EN CONCRETO E= 10 CM 2500 PSI,M2,16206.45,66938.23
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.27,POYOS COCINA Y BASE MUEBLES A= 60 CM E= 8 CM,M2,12768.71,41742.57
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.28,PULIDA Y DESTRONADO DE PISO EN BALDOSÍN DE GRANITO,M2,8594.33,15598.8
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.29,PULIDAD DE PISO EN MARMOL,M2,17188.65,24661.93
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.30,SUMINISTRO E INSTALACIÓN DE ADOQUÍN PEATONAL CONCRETO 6 CM,M2,12277.61,48748.59
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.31,SUMINISTRO E INSTALACIÓN DE ADOQUÍN VEHICULAR CONCRETO 8 CM,M2,17188.65,55071.68
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.32,SUMINISTRO E INSTALACIÓN ADOQUÍN DE GRES PEATONAL 10*20*25 CM,M2,25331.11,75847.18
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.33,SUMINISTRO E INSTALACIÓN DE BALDOSÍN DE CEMENTO 25*25 CM,M2,23327.46,62962.22
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.34,SUMINISTRO E INSTALACIÓN DE BALDOSÍN DE GRANITO No. 5  30*30*1.7 CM,M2,23327.46,74733.78
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.35,SUMINISTRO E INSTALACIÓN DE CAÑUELA CONCRETO 0.20  X 0.12 MTS,ML,19644.18,31294.44
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.36,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA  GRANITO,ML,12277.60,37247.31
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.37,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA BALDOSIN,ML,12277.60,39999.78
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.38,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA CON BALDOSÍN DE GRANITO,ML,12277.60,41470.26
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.39,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA VINISOL 7 CM,ML,6138.80,16735.72
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.40,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA VIROLA 8 CM,ML,4911.05,10272.67
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.41,SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA EN PINO,ML,7305.14,16196.61
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.42,SUMINISTRO E INSTALACIÓN DE TABLETA DE GRES 20*20 CM,M2,17188.65,41467.91
1,EDIFICACIONES,1.11,PISOS - BASES - ACABADOS,1.11.43,SUMINISTRO E INSTALACIÓN TABLÓN DE GRES 30*30 CM,M2,12277.60,54441.23
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.01,AFINADO CUBIERTAS PLANAS E= 6CM,M2,17188.65,47368.81
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.02,ALISTADO E IMPERMEABILIZADO PARA TEJA BARRO,M2,35642.76,143574.18
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.03,SUMINISTRO E INSTALACIÓN DE BAJANTE AMAZONA,ML,16206.44,67277.32
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.04,SUMINISTRO E INSTALACIÓN DE CANAL AMAZONA,ML,22959.13,89860.08
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.05,SUMINISTRO E INSTALACIÓN DE CANAL PAVCO RAINGO,ML,21608.59,65787.31
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.06,SUMINISTRO E INSTALACIÓN DE CANAL PVC REF 12445,ML,19987.95,56034.62
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.07,SUMINISTRO E INSTALACIÓN DE CUBIERTA GALVANIZADA CL 30,M2,7366.57,27236.06
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.08,SUMINISTRO E INSTALACIÓN DE CUBIERTA SENCILLA HUNTER DOUGLAS,M2,9085.43,115865.98
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.09,SUMINISTRO E INSTALACION DE CUBIERTA TEJA CALIFORNIA DINALSA O SIMILAR,M2,7366.57,28884.22
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.10,SUMINISTRO E INSTALACIÓN DE CUBIERTA TEJA DURALUM 812 DINALSA,M2,7366.57,47448.8
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.11,SUMINISTRO E INSTALACIÓN DE ESTRUCTURA DE MADERA P/TEJA DE BARRO,ML,45672.71,79808.56
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.12,SUMINISTRO E INSTALACIÓN DE ESTRUCTURA DE MADERA P/TEJA DE FIBROCEMENTO,ML,24555.22,63713.77
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.13,SUMINISTRO E INSTALACIÓN DE ESTRUCTURA METÁLICA P/TEJA FIBROCEMENTO,ML,24555.22,98396.72
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.14,IMPERMEABILIZACIÓN AUTOPROTEGIDA,ML,18416.42,62264.21
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.15,SUMINISTRO E INSTALACIÓN CUBIERTA SHINGLE CON IMPERMEABILIZANTE,M2,20135.28,375736.05
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.16,SUMINISTRO E INSTALACIÓN BAJANTE EN LAMINA 12 X 6  CAL. 22,ML,7366.57,54719.01
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.17,SUMINISTRO E INSTALACIÓN BAJANTE PLASTICA ALL X 3M,ML,17281.12,48551.5
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.18,SUMINISTRO E INSTALACIÓN CABALLETE ARTICULADO TEJA ESPAÑOLA EN FIBROCEMENTO,ML,7366.57,71632.79
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.19,SUMINISTRO E INSTALACIÓN CABALLETE ONDULADO FIBROCEMENTO,ML,13259.82,48186.72
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.20,SUMINISTRO E INSTALACIÓN CANAL EN LAMINA CAL. 22,ML,7366.57,54019.53
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.21,SUMINISTRO E INSTALACIÓN CANAL PLASTICA  ALL 3 M,ML,28196.01,62856.03
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.22,SUMINISTRO E INSTALACIÓN CUBIERTA ARQUITECTÓNICA GALVANIZADA O SIMILAR CAL 30,M2,23514.78,47638.02
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.23,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 10,M2,25194.41,52209.47
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.24,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 4,M2,13437.02,35011.93
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.25,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 6,M2,20155.53,41801.76
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.26,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 8,M2,23514.78,44924.67
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.27,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA POLICARBONATO P7 N° 6,M2,20155.53,57481.16
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.28,"SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA PANEL METÁLICO DE ALUZINC - ALUZINC CAL 26 TIPO SANDUCHE, CON POLIURETANO EXPANDIDO DE ALTA DENSIDAD, ACABADO EN PINTURA POLIESTER",M2,23514.78,176691.43
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.29,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA TECHOLINE,M2,184759.02,220646.88
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.30,SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA TRANSPARENTE No. 6 NO INCLUYE ENTRAMADO,M2,13505.37,46170.8
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.31,SUMINISTRO E INSTALACIÓN CUBIERTA LAMINA POLICARBONATO  Cal. 6 mm,M2,14733.13,105665.68
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.32,SUMINISTRO E INSTALACIÓN CUBIERTA TEJA ONDULADA THERMOACUSTICA 0.83 X 12,M2,16796.27,64002.65
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.33,SUMINISTRO E INSTALACIÓN CUBIERTA THERMOACUSTICA ONDULADA EN POLIPROPILENO No. 10,M2,15960.89,65451.52
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.34,SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA  ESPAÑOLA EN FIBROCEMENTO,M2,24555.22,46690.45
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.35,SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA  ONDULADA,M2,24555.22,46690.45
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.36,SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA DE BARRO,M2,45427.16,74634.38
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.37,SUMINISTRO E INSTALACIÓN FLANCHE EN LAMINA,ML,17188.65,35951.83
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.38,SUMINISTRO E INSTALACIÓN IMPERFRESCO CUBIERTA,ML,20871.94,35150.54
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.39,SUMINISTRO E INSTALACIÓN IMPERMEABILIZACION EN MANTO ASFALTICO PARA CANALES Y VIGACANALES,ML,25194.41,59547.39
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.40,SUMINISTRO E INSTALACIÓN LAMINA ALVEOLAR 4MM FIBRA DE CARBONO,M2,14733.13,51989.61
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.41,SUMINISTRO E INSTALACIÓN LAMINA ALVEOLAR 6MM FIBRA DE CARBONO,M2,14733.13,49360.46
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.42,SUMINISTRO E INSTALACIÓN MANTO FIBERGLASS,M2,20155.53,60211.51
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.43,SUMINISTRO E INSTALACIÓN PERFILERIA METALICA PARA ESTRUCTURA DE CUBIERTA. DIMENSIONES Y CALIBRES SEGÚN DISEÑO,kg,4409.66,10828.84
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.44,SUMINISTRO E INSTALACIÓN TEJA  ESPAÑOLA ETERNIT (NO INCLUYE ENTRAMADO),M2,11049.85,74502.5
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.45,SUMINISTRO E INSTALACIÓN TEJA DE BARRO SOBRE ETERNIT.,M2,17188.65,62363.13
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.46,SUMINISTRO E INSTALACIÓN TEJA DE BARRO TIPO ESPAÑOLA,M2,34377.31,107495.26
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.47,SUMINISTRO E INSTALACIÓN TEJA THERMOACUSTICA TIPO TRAPEZOIDAL a 360,M2,13505.37,53238.67
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.48,SUMINISTRO E INTALACION CUBIERTA ARQUITECTONICA METALICA TIPO ACESCO O SIMILAR 0.73 X 3.66  M,M2,5814.78,34695.09
1,EDIFICACIONES,1.12,CUBIERTAS,1.12.49,TRAGANTES  6,UND,9822.09,28121.15
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.01,APLIQUE DE LUZ EN YESO O SIMILAR,UND,12277.60,70982.76
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.02,ARMADURA MADERA Y MALLA.,M2,27010.74,38944.47
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.03,ARMADURA MADERA Y MALLA CON VENA,M2,24555.22,43994.43
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.04,CIELO RASO BÓVEDAS DRYWALL,M2,41252.78,68917.42
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.05,CIELO RASO DURACUSTICO CIROCCO,M2,16206.44,56282.34
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.06,CIELO RASO EN DRYWALL 1/2,M2,24555.22,60101.62
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.07,"CIELO RASO EN LAMINA DURACUSTIC 5/8"" R.H",M2,14733.13,54096.05
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.08,CIELO RASO EN MADERA MACHIMBRE,M2,12277.60,53875.39
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.09,CIELO RASO EN SUPERBOARD 8MM,M2,29466.27,74418.62
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.10,CIELO RASO LISTON MACHIEMBRIADO CIPRES,M2,36832.82,66665.75
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.11,CIELO RASO METALICOS,M2,43292.50,176088.2
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.12,CIELO RASO THERMOACUSTICOS EN SUPERBOARD 8 MM,M2,29466.27,78130.46
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.13,MALLA CON VENA PARA PAÑETAR,M2,8594.33,15599.23
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.14,TABLEX PIZANO 9 MM INCLUYE ALISTADO INMUNIZADO,M2,27010.74,70154.47
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.15,CORNISAS EN YESO,ML,6138.81,19900.34
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.16,LAMINA ICOPOR RUSTICO INCUYE ALISTADO ALUMINIO,M2,23514.78,58768.88
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.17,LAMINA PANEL(PVC-FOIL ALUM),M2,16124.55,32753.4
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.18,LAMINA PLANA ETERNIT O SIMILAR INCLUYE ALISTADO ALUMINIO,M2,24555.22,106965.48
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.19,LAMINA PLANA SUPERCELL INCLUYE ALISTADO ALUMINIO,M2,23514.78,84870.19
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.20,LISTÓN M.H. EN PINO CIPRÉS INCLUYE MEDIA CAÑA,M2,12277.61,90598.18
1,EDIFICACIONES,1.13,CIELO RASOS,1.13.21,LUXACELL ACERO,M2,736.66,291192.54
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.01,BARANDA EN MADERA CEDRO MACHO,ML,58932.54,154063.35
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.02,CLOSET TIPO A CEDRO CAQUETA FORRADO (entablerado),M2,412527.78,879553.09
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.03,CLOSET TIPO B CEDRO CAQUETA SIN FORRAR (puerta entablerada),M2,294662.70,589448.03
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.04,CLOSETS MADERA ABARCO (puerta entablerada; sin forrar),M2,235730.16,380775.5
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.05,CLOSETS MADERA AMARILLO (puerta entablerada; sin forrar),M2,206263.89,393185.49
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.06,CLOSETS MADERA GUAYACÁN (puerta entablerada; sin forrar),M2,235730.16,611744.24
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.07,CLOSETS MADERA PINO,M2,235730.16,397427.67
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.08,GABINETES DE BAÑOS MADERA ABARCO 80 CM (tamboreado y forrado),ML,235730.16,434089.67
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.09,GABINETES DE BAÑOS MADERA AMARILLO 80 CM (tablereado y forrado),ML,294662.70,540297.69
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.10,GABINETES DE BAÑOS MADERA GUAYACÁN 80 CM ALTO,ML,265196.43,875470.32
